 8.45299E-03  8.45299E-03  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  4.84530E-02  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  8.84530E-02  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.28453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.68453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.08453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.48453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.88453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  3.28453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  3.68453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  4.08453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  4.48453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  4.88453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  5.28453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  5.68453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  6.08453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  6.48453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  6.88453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  7.28453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  7.68453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  8.08453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  8.48453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  8.88453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  9.28453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  9.68453E-01  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.00845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.04845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.08845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.12845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.16845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.20845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.24845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.28845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.32845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.36845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.40845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.44845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.48845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.52845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.56845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.60845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.64845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.68845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.72845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.76845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.80845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.84845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.88845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.92845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  1.96845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.00845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.04845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.08845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.12845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.16845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.20845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
 8.45299E-03  2.24845E+00  1.00000E-04  0.00000E+00  0.00000E+00  1.00000E-04
