 7.04416E-03  7.04416E-03  3.63573E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  4.03775E-02  4.39622E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  7.37108E-02  5.08434E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  1.07044E-01  5.62451E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  1.40377E-01  5.95181E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  1.73711E-01  6.02478E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  2.07044E-01  5.83397E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  2.40377E-01  5.40398E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  2.73711E-01  4.78826E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  3.07044E-01  4.05821E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  3.40377E-01  3.28967E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  3.73711E-01  2.55034E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  4.07044E-01  1.89071E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  4.40377E-01  1.34014E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  4.73711E-01  9.08012E-02  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  5.07044E-01  5.88407E-02  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  5.40377E-01  3.64858E-02  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  5.73711E-01  2.14863E-02  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  6.07044E-01  1.17777E-02  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  6.40377E-01  6.36021E-03  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  6.73711E-01  5.21409E-03  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  7.07044E-01  8.34349E-03  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  7.40377E-01  1.55850E-02  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  7.73711E-01  2.74210E-02  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  8.07044E-01  4.54509E-02  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  8.40377E-01  7.18907E-02  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  8.73711E-01  1.08759E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  9.07044E-01  1.57302E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  9.40377E-01  2.17504E-01  1.00000E+00  1.00000E+00  6.00548E-05
 7.04416E-03  9.73711E-01  2.87564E-01  1.00000E+00  1.00000E+00  6.00548E-05
 4.03775E-02  7.04416E-03  4.39622E-01  1.00000E+00  1.00000E+00  6.00548E-05
 4.03775E-02  4.03775E-02  5.31579E-01  1.00000E+00  1.00000E+00  6.00548E-05
 4.03775E-02  7.37108E-02  6.14785E-01  1.00000E+00  1.00000E+00  6.00548E-05
 4.03775E-02  1.07044E-01  6.80100E-01  1.00000E+00  1.00000E+00  6.00548E-05
